pdes,dv,H,a,e,i
2003 GD,10.094,1.682,1.602,22.1,1.600
2001 QG142,10.096,1.683,1.603,18.2,2.368
2012 RN15,10.096,1.683,1.603,24.5,1.387
2002 JS2,10.096,1.683,1.603,18.0,2.128
2004 FE5,10.101,1.683,1.603,20.0,1.245
2006 LD,10.102,1.684,1.603,23.5,1.231
2006 GQ2,10.103,1.684,1.604,18.0,1.291
2009 UK28,10.103,1.684,1.604,19.7,2.179
2012 PA,10.104,1.684,1.604,20.3,1.358
2007 HW4,10.105,1.684,1.604,23.7,1.472
2012 VG77,10.107,1.685,1.604,25.4,1.676
2001 UY16,10.110,1.685,1.605,19.1,2.082
2005 BG14,10.110,1.685,1.605,18.6,1.993
2001 LD,10.110,1.685,1.605,20.1,1.390
2002 QC7,10.113,1.686,1.605,20.0,1.169
1999 JZ10,10.114,1.686,1.605,21.8,1.306
2013 AO27,10.115,1.686,1.606,19.9,2.422
2008 EM,10.115,1.686,1.606,24.3,1.155
2005 SE71,10.116,1.686,1.606,18.2,1.069
2009 FN32,10.118,1.686,1.606,22.1,2.345
2004 HS56,10.120,1.687,1.606,22.4,1.439
2002 VS85,10.125,1.687,1.607,24.1,1.440
2007 YH,10.126,1.688,1.607,20.1,2.154
2004 TD10,10.127,1.688,1.608,22.1,0.751
2002 AP7,10.128,1.688,1.608,19.3,1.364
2004 XM130,10.131,1.688,1.608,18.1,2.328
2004 JR1,10.132,1.689,1.608,17.6,2.886
2012 VZ4,10.134,1.689,1.609,20.0,1.759
2004 TG10,10.135,1.689,1.609,19.5,2.234
2000 ET70,10.141,1.690,1.610,18.0,0.947
1999 DJ3,10.145,1.691,1.610,20.9,1.677
2010 WJ,10.149,1.692,1.611,18.4,1.798
2008 XL1,10.150,1.692,1.611,22.8,1.425
1978 CA,10.150,1.692,1.611,17.1,1.123
2001 FP32,10.152,1.692,1.611,23.6,1.375
2006 AR2,10.153,1.692,1.612,19.8,1.488
2011 OW17,10.153,1.692,1.612,21.3,2.621
2009 QN5,10.153,1.692,1.612,19.3,2.390
2012 HG8,10.154,1.692,1.612,19.8,2.457
2010 CB55,10.156,1.693,1.612,22.7,1.133
2004 QV16,10.157,1.693,1.612,18.2,1.769
2008 FP,10.157,1.693,1.612,26.3,2.605
2011 LL2,10.157,1.693,1.612,20.1,1.134
2013 FX13,10.157,1.693,1.612,21.2,1.755
2005 VY3,10.158,1.693,1.612,20.4,1.672
2003 MT2,10.162,1.694,1.613,16.0,2.684
1999 VQ6,10.162,1.694,1.613,18.5,2.596
2013 AM60,10.164,1.694,1.613,18.4,3.118
2008 AB31,10.165,1.694,1.613,20.2,1.602
2003 WU153,10.165,1.694,1.614,19.4,1.864
2003 XF11,10.166,1.694,1.614,17.0,2.193
2012 BF86,10.166,1.694,1.614,22.4,0.756
2004 QB3,10.171,1.695,1.614,24.4,0.950
2007 XH16,10.172,1.695,1.615,19.7,1.187
2001 RY47,10.173,1.695,1.615,19.5,0.907
2006 KK21,10.176,1.696,1.615,20.6,2.726
2002 JC9,10.177,1.696,1.615,18.5,2.251
2008 GB4,10.178,1.696,1.615,23.2,1.380
2005 VR7,10.180,1.697,1.616,21.3,1.083
2009 JM1,10.187,1.698,1.617,23.2,1.035
2012 QH8,10.190,1.698,1.618,21.2,0.919
2011 GJ44,10.196,1.699,1.618,21.8,1.171
2010 RN82,10.196,1.699,1.618,18.9,2.659
2012 EV14,10.196,1.699,1.618,23.0,1.736
1999 WC2,10.197,1.700,1.619,16.5,2.217
2012 QJ2,10.200,1.700,1.619,20.4,2.207
1998 WR5,10.201,1.700,1.619,18.5,2.576
2004 TK10,10.203,1.700,1.619,21.6,1.058
2007 YQ56,10.205,1.701,1.620,19.9,1.141
2009 SG2,10.205,1.701,1.620,20.0,1.121
2009 WL1,10.206,1.701,1.620,18.6,1.786
2004 BT58,10.207,1.701,1.620,22.1,0.961
2008 UN3,10.209,1.701,1.620,22.0,1.053
2006 KS38,10.211,1.702,1.621,23.9,1.432
2007 BU7,10.212,1.702,1.621,24.1,0.945
2002 AD29,10.216,1.703,1.622,21.0,1.758
2011 KG4,10.219,1.703,1.622,23.0,1.009
1995 BL2,10.221,1.703,1.622,17.2,1.235
1978 SB,10.226,1.704,1.623,13.9,2.160
2013 BC18,10.228,1.705,1.623,19.1,2.753
2002 UQ3,10.228,1.705,1.623,17.6,1.719
2012 MX2,10.231,1.705,1.624,23.1,0.822
2002 TZ59,10.232,1.705,1.624,23.1,2.495
2010 TK6,10.235,1.706,1.625,21.6,1.733
1999 FQ5,10.237,1.706,1.625,17.6,1.495
2012 BH14,10.240,1.707,1.625,24.3,1.305
2010 LL34,10.241,1.707,1.626,19.4,1.280
2009 QQ8,10.245,1.707,1.626,21.3,1.485
1986 EB,10.246,1.708,1.626,15.8,0.974
2012 BO123,10.246,1.708,1.626,24.8,1.155
2000 UW13,10.246,1.708,1.626,20.6,1.275
2001 KA67,10.251,1.709,1.627,16.7,1.804
1994 AW1,10.252,1.709,1.627,17.5,1.105
2007 TH15,10.252,1.709,1.627,24.0,1.834
2011 WK2,10.252,1.709,1.627,21.1,1.241
2002 VS14,10.254,1.709,1.628,21.8,1.009
2009 VN1,10.254,1.709,1.628,24.2,1.008
2007 BG29,10.255,1.709,1.628,18.0,0.832
2007 CK26,10.256,1.709,1.628,19.0,1.796
2007 WX4,10.256,1.709,1.628,20.0,1.774
2009 HV67,10.256,1.709,1.628,20.3,2.695
2003 MW7,10.257,1.710,1.628,21.5,1.166
2007 BT2,10.259,1.710,1.628,17.1,1.632
2006 DU62,10.261,1.710,1.629,18.0,1.640
2012 YK,10.262,1.710,1.629,22.8,0.759
2002 AJ69,10.263,1.711,1.629,21.2,1.180
2012 BE86,10.270,1.712,1.630,19.5,2.557
2010 CK1,10.276,1.713,1.631,24.0,1.135
2008 WZ94,10.278,1.713,1.631,20.2,1.522
2010 CO1,10.281,1.713,1.632,21.5,1.011
2013 BY45,10.281,1.714,1.632,18.8,2.114
2009 TK8,10.282,1.714,1.632,20.2,0.929
2012 HN2,10.283,1.714,1.632,19.8,2.609
2007 SW2,10.284,1.714,1.632,21.3,0.912
2009 ED1,10.288,1.715,1.633,19.7,2.006
2003 XB22,10.290,1.715,1.633,19.3,1.406
2004 MN1,10.296,1.716,1.634,24.6,1.403
2002 KL3,10.300,1.717,1.635,18.1,1.952
2003 UV11,10.302,1.717,1.635,19.5,1.453
2004 HD2,10.304,1.717,1.636,21.1,2.328
2003 SF170,10.308,1.718,1.636,19.5,2.203
2012 PN6,10.308,1.718,1.636,22.2,1.688
2012 DU30,10.310,1.718,1.637,18.2,2.603
1999 VS6,10.310,1.718,1.637,19.1,1.198
2010 HR80,10.311,1.719,1.637,19.9,1.347
2006 TH7,10.311,1.719,1.637,19.2,2.524
2007 PR25,10.312,1.719,1.637,22.0,1.927
1999 VN11,10.313,1.719,1.637,20.3,2.448
2003 BH84,10.314,1.719,1.637,16.9,1.960
2008 GH110,10.316,1.719,1.637,19.8,1.273
2012 VN6,10.319,1.720,1.638,21.5,1.043
2003 HB,10.320,1.720,1.638,19.7,0.850
2003 FH,10.321,1.720,1.638,19.0,1.389
2010 VU198,10.322,1.720,1.638,18.4,1.815
2002 UO3,10.324,1.721,1.639,17.7,2.975
2011 SR26,10.332,1.722,1.640,24.0,1.246
2006 WU29,10.333,1.722,1.640,18.3,2.622
2012 HN,10.335,1.722,1.640,24.0,1.049
2009 DM45,10.337,1.723,1.641,21.3,1.171
2004 LY5,10.338,1.723,1.641,21.5,1.827
2010 WB3,10.338,1.723,1.641,19.8,1.543
2002 YP2,10.338,1.723,1.641,18.9,1.577
2008 SE85,10.338,1.723,1.641,19.7,1.626
2001 BE10,10.341,1.724,1.641,19.1,0.823
2005 GU,10.345,1.724,1.642,20.0,1.552
2002 RC118,10.346,1.724,1.642,16.8,2.949
2007 SR1,10.349,1.725,1.643,19.8,1.050
2011 EO51,10.350,1.725,1.643,21.1,1.562
2006 FJ,10.350,1.725,1.643,20.6,1.179
2004 FG29,10.351,1.725,1.643,26.0,0.878
2009 SQ172,10.356,1.726,1.644,18.4,2.576
2013 DA15,10.358,1.726,1.644,20.4,1.711
1999 SG10,10.363,1.727,1.645,20.6,1.455
1999 LV7,10.365,1.727,1.645,19.2,2.208
2003 OV,10.369,1.728,1.646,18.4,2.238
1998 TU3,10.370,1.728,1.646,14.6,0.787
1994 TF2,10.372,1.729,1.646,19.2,0.993
2004 YY23,10.374,1.729,1.647,19.4,3.950
2007 UB66,10.376,1.729,1.647,18.5,2.088
2006 CX,10.378,1.730,1.647,18.9,1.714
2008 SY148,10.380,1.730,1.648,21.8,1.248
1999 VF22,10.383,1.730,1.648,20.5,1.313
2010 UD,10.383,1.731,1.648,21.1,1.098
2008 DH23,10.385,1.731,1.648,19.8,1.656
1997 EH29,10.386,1.731,1.649,19.0,1.214
2005 FL4,10.386,1.731,1.649,16.9,2.653
2003 RP8,10.388,1.731,1.649,18.6,1.734
2000 SP43,10.388,1.731,1.649,18.5,0.811
2002 EW,10.388,1.731,1.649,20.7,1.564
2012 YH7,10.388,1.731,1.649,19.1,2.606
2012 TO139,10.390,1.732,1.649,19.7,2.438
2009 SF,10.394,1.732,1.650,25.1,1.540
2012 TS78,10.396,1.733,1.650,18.6,1.608
2011 SM68,10.400,1.733,1.651,19.6,1.396
2003 HF2,10.400,1.733,1.651,19.5,1.113
2007 FT3,10.401,1.734,1.651,20.0,1.125
2013 AZ52,10.404,1.734,1.651,20.0,1.761
2007 VO84,10.408,1.735,1.652,23.6,1.309
2008 CR116,10.408,1.735,1.652,20.6,1.470
2009 QJ6,10.409,1.735,1.652,22.6,1.382
2010 JH88,10.409,1.735,1.652,18.1,2.291
2007 DA41,10.410,1.735,1.652,17.5,1.461
2012 VE37,10.410,1.735,1.652,20.7,1.040
2007 DK8,10.411,1.735,1.652,19.0,1.650
2000 JT66,10.411,1.735,1.653,17.9,1.227
2003 CN17,10.413,1.736,1.653,18.9,1.846
2003 EB50,10.415,1.736,1.653,16.3,1.571
2013 GX79,10.417,1.736,1.653,20.8,1.056
2010 FZ80,10.417,1.736,1.653,20.3,2.763
1992 YD3,10.417,1.736,1.654,26.4,1.166
2011 KW15,10.418,1.736,1.654,19.4,1.170
2010 TK55,10.418,1.736,1.654,23.8,1.064
2005 YO3,10.419,1.736,1.654,25.1,0.760
2007 WU4,10.421,1.737,1.654,18.9,2.552
2006 SZ217,10.427,1.738,1.655,17.4,1.673
2012 HL31,10.428,1.738,1.655,22.3,0.888
2000 RL77,10.430,1.738,1.656,16.8,2.555
2003 JC17,10.431,1.738,1.656,18.1,2.344
2003 KX16,10.431,1.738,1.656,18.5,1.335
2011 YB40,10.435,1.739,1.656,19.1,2.560
2012 EM5,10.435,1.739,1.656,25.3,1.860
2011 WR46,10.435,1.739,1.656,20.0,2.464
2003 WM7,10.439,1.740,1.657,17.2,2.477
2011 GG60,10.440,1.740,1.657,22.3,1.035
2001 QJ96,10.441,1.740,1.657,22.0,1.607
2002 RT129,10.442,1.740,1.658,19.5,1.832
2011 JX1,10.445,1.741,1.658,17.9,2.074
2006 GC1,10.449,1.741,1.659,21.0,1.706
2010 AB78,10.451,1.742,1.659,18.3,2.254
2013 AR72,10.452,1.742,1.659,25.2,1.433
2007 EJ26,10.453,1.742,1.659,18.3,1.641
2000 UV13,10.453,1.742,1.659,13.7,2.424
2009 LV2,10.453,1.742,1.659,22.4,1.498
2010 UB8,10.456,1.743,1.660,19.7,2.983
2010 AF,10.457,1.743,1.660,25.0,0.962
2005 NX55,10.457,1.743,1.660,22.1,1.545
2011 FZ22,10.460,1.743,1.660,23.1,2.371
2005 NW44,10.464,1.744,1.661,20.4,0.779
2013 CW83,10.466,1.744,1.661,22.7,1.075
2011 KL12,10.469,1.745,1.662,22.2,1.592
2011 EC41,10.470,1.745,1.662,19.9,2.426
2001 XU,10.471,1.745,1.662,19.2,2.572
2009 CD,10.472,1.745,1.662,22.7,0.898
2001 RR17,10.476,1.746,1.663,16.5,1.553
2009 KV2,10.477,1.746,1.663,19.9,2.109
2012 XC55,10.477,1.746,1.663,19.4,2.176
1992 TB,10.480,1.747,1.663,17.0,1.342
1999 TB5,10.484,1.747,1.664,18.9,1.968
2012 AT22,10.485,1.747,1.664,20.3,1.151
2002 LB6,10.488,1.748,1.665,16.3,1.804
2005 UH6,10.489,1.748,1.665,18.5,1.001
2008 US5,10.490,1.748,1.665,21.3,1.807
2002 TB9,10.495,1.749,1.666,16.5,1.804
1990 MU,10.496,1.749,1.666,14.1,1.621
2012 SA22,10.503,1.751,1.667,18.0,2.544
2007 SV11,10.510,1.752,1.668,18.2,1.734
2013 CV32,10.513,1.752,1.669,20.4,1.886
2005 EY223,10.514,1.752,1.669,18.8,1.802
2013 ES41,10.516,1.753,1.669,26.6,0.743
2005 UR,10.521,1.754,1.670,21.6,2.258
2002 RB126,10.523,1.754,1.670,18.7,1.430
2007 VM184,10.524,1.754,1.671,21.0,1.182
2010 TN3,10.528,1.755,1.671,22.3,1.610
2008 BH16,10.528,1.755,1.671,20.5,1.783
2004 XK35,10.528,1.755,1.671,17.6,1.953
2010 PY22,10.529,1.755,1.671,19.3,2.552
2010 LM14,10.529,1.755,1.671,21.5,1.110
1990 UP,10.530,1.755,1.671,21.3,1.325
2002 QF15,10.530,1.755,1.671,16.4,1.057
2011 BU10,10.536,1.756,1.672,21.3,1.611
2005 TF50,10.537,1.756,1.673,20.3,2.273
1998 VR,10.539,1.756,1.673,18.6,0.876
2001 UP27,10.545,1.758,1.674,20.5,1.485
2010 DJ77,10.545,1.758,1.674,21.6,0.955
2010 DH56,10.547,1.758,1.674,20.3,2.238
2006 OE7,10.549,1.758,1.674,20.3,1.524
2006 VB2,10.551,1.758,1.675,19.7,1.782
2009 WO6,10.554,1.759,1.675,17.3,3.088
1995 YR1,10.559,1.760,1.676,20.2,1.699
2010 VC1,10.559,1.760,1.676,19.4,1.156
2013 GY7,10.566,1.761,1.677,20.3,1.247
2002 MP3,10.568,1.761,1.677,16.2,2.000
2010 JG88,10.570,1.762,1.678,19.4,1.374
2008 DY22,10.571,1.762,1.678,24.2,0.821
2002 XP37,10.573,1.762,1.678,20.7,0.955
2001 CK32,10.576,1.763,1.679,18.9,0.725
2007 EG26,10.577,1.763,1.679,24.6,1.185
2011 YG6,10.578,1.763,1.679,21.1,1.164
2002 UZ30,10.580,1.763,1.679,19.6,1.272
2008 WB59,10.580,1.763,1.679,19.3,1.045
2005 CG41,10.585,1.764,1.680,23.9,1.059
2009 SD1,10.592,1.765,1.681,22.3,1.720
2010 XC15,10.595,1.766,1.682,21.4,0.735
2005 GC141,10.595,1.766,1.682,19.5,1.490
2009 AH16,10.596,1.766,1.682,17.6,1.969
2009 VB1,10.598,1.766,1.682,23.7,1.595
2003 CJ11,10.598,1.766,1.682,15.2,2.591
2009 WD52,10.603,1.767,1.683,24.9,1.316
2004 BZ74,10.605,1.768,1.683,18.7,3.052
1978 RA,10.608,1.768,1.684,16.1,0.832
2011 AW55,10.610,1.768,1.684,20.7,1.105
1998 DK36,10.611,1.768,1.684,25.0,0.692
2001 AD2,10.611,1.768,1.684,19.8,1.039
2010 JJ41,10.613,1.769,1.685,21.8,1.073
2007 PS25,10.615,1.769,1.685,25.5,0.728
2008 GP20,10.617,1.770,1.685,19.4,1.959
2007 AM,10.620,1.770,1.686,21.6,0.799
2000 EC104,10.622,1.770,1.686,21.3,1.788
2009 BE77,10.623,1.770,1.686,18.0,2.523
2005 NX39,10.624,1.771,1.686,19.7,2.470
1999 VP11,10.625,1.771,1.687,18.5,1.084
2010 JH80,10.626,1.771,1.687,24.5,2.102
2003 WX153,10.626,1.771,1.687,17.9,2.186
2010 RJ43,10.630,1.772,1.687,23.2,0.884
2011 BM24,10.632,1.772,1.688,18.1,2.243
2012 HJ1,10.633,1.772,1.688,17.9,2.003
2002 PD11,10.635,1.773,1.688,20.1,2.221
2008 WQ1,10.636,1.773,1.688,21.6,2.317
2012 HR15,10.636,1.773,1.688,16.8,2.479
2004 SS26,10.645,1.774,1.690,23.1,1.619
2004 QD3,10.646,1.774,1.690,19.4,1.467
2007 FD3,10.647,1.775,1.690,20.0,2.222
2003 YS117,10.649,1.775,1.690,18.3,1.249
2010 OF101,10.650,1.775,1.691,19.7,0.951
2011 AO4,10.664,1.777,1.693,21.3,1.678
2000 AD6,10.667,1.778,1.693,18.4,2.212
2006 BH,10.670,1.778,1.694,18.3,3.241
2012 SQ56,10.675,1.779,1.695,17.8,2.989
2008 KS,10.677,1.780,1.695,24.7,0.974
2006 YY2,10.678,1.780,1.695,17.8,1.993
2012 VF82,10.678,1.780,1.695,20.7,1.400
2008 EM9,10.679,1.780,1.695,17.4,1.960
2001 UQ16,10.683,1.781,1.696,21.3,2.712
2010 XR69,10.684,1.781,1.696,25.4,0.841
2004 JO1,10.685,1.781,1.696,20.9,1.021
2011 WN46,10.686,1.781,1.696,21.1,1.147
2006 RO36,10.690,1.782,1.697,17.8,0.906
2011 HO4,10.694,1.782,1.697,20.6,1.703
2005 UY6,10.696,1.783,1.698,18.3,2.257
2001 UY4,10.698,1.783,1.698,18.2,1.453
2010 GD35,10.700,1.783,1.698,24.5,0.765
1999 YF3,10.700,1.783,1.698,18.3,1.487
2003 RD6,10.709,1.785,1.700,17.3,1.669
1998 XA5,10.712,1.785,1.700,18.8,1.559
2009 XD,10.714,1.786,1.701,18.7,2.449
1999 YT,10.724,1.787,1.702,16.9,1.777
2010 XL,10.729,1.788,1.703,23.8,1.475
1998 QA62,10.732,1.789,1.703,19.0,2.073
2008 CL20,10.739,1.790,1.705,25.3,0.767
2007 EX,10.743,1.791,1.705,16.9,0.871
2006 ST131,10.746,1.791,1.706,21.4,1.470
2007 YM1,10.750,1.792,1.706,20.8,2.461
1997 UF9,10.753,1.792,1.707,16.1,1.442
2011 WP46,10.755,1.793,1.707,20.0,1.831
2010 KZ117,10.758,1.793,1.708,19.3,2.269
2007 PB8,10.760,1.793,1.708,20.9,0.881
1995 OO,10.761,1.793,1.708,17.3,2.157
1999 RM28,10.767,1.795,1.709,16.3,1.817
1999 CW8,10.769,1.795,1.709,18.6,2.236
2003 SY17,10.771,1.795,1.710,18.1,2.045
2001 LE6,10.771,1.795,1.710,17.8,1.206
2001 VB,10.771,1.795,1.710,18.4,2.343
2009 SO103,10.771,1.795,1.710,17.3,2.004
2007 WL3,10.772,1.795,1.710,24.2,1.760
2002 SQ41,10.772,1.795,1.710,20.1,2.609
2002 CW59,10.772,1.795,1.710,17.1,2.382
2006 OM1,10.777,1.796,1.711,21.6,1.741
2007 GV5,10.784,1.797,1.712,21.9,2.361
2010 RV3,10.788,1.798,1.712,23.1,2.165
2009 BB,10.788,1.798,1.712,18.4,2.412
2005 SS4,10.792,1.799,1.713,19.1,1.460
2004 MO7,10.797,1.800,1.714,19.0,1.105
2004 UU1,10.804,1.801,1.715,21.1,1.226
2004 BX1,10.804,1.801,1.715,18.2,2.406
2004 XE6,10.809,1.802,1.716,19.5,1.863
2012 XE133,10.811,1.802,1.716,23.4,0.723
2003 WB25,10.815,1.803,1.717,18.0,1.785
2009 CT5,10.816,1.803,1.717,18.7,1.985
2008 OX1,10.818,1.803,1.717,21.5,1.206
2004 BJ86,10.820,1.803,1.717,18.9,1.755
2009 FN28,10.821,1.804,1.718,19.3,2.629
1999 JR6,10.825,1.804,1.718,18.1,1.366
2010 QA5,10.826,1.804,1.718,22.5,2.913
2003 KZ18,10.827,1.804,1.719,21.0,0.949
2012 LF11,10.828,1.805,1.719,20.8,0.897
2007 RY9,10.828,1.805,1.719,23.4,1.269
2010 UT7,10.829,1.805,1.719,19.6,1.583
2013 GE55,10.834,1.806,1.720,22.8,1.046
2011 HB53,10.837,1.806,1.720,17.6,2.360
2000 CK33,10.840,1.807,1.721,18.2,0.968
2012 RJ15,10.840,1.807,1.721,23.6,1.008
2012 VK82,10.841,1.807,1.721,21.2,1.608
2006 KZ86,10.842,1.807,1.721,18.2,2.192
2010 DK34,10.844,1.807,1.721,20.4,2.735
2002 YZ3,10.844,1.807,1.721,17.9,1.944
2007 GD49,10.850,1.808,1.722,16.7,2.539
2007 PP6,10.851,1.809,1.722,17.2,2.171
2008 AF32,10.857,1.809,1.723,21.1,1.211
1994 JX,10.858,1.810,1.724,17.1,2.763
2010 JE87,10.860,1.810,1.724,20.6,0.907
2002 VE68,10.861,1.810,1.724,20.5,0.724
2002 TR190,10.867,1.811,1.725,19.4,1.077
2004 BG11,10.870,1.812,1.725,18.5,1.776
2005 TB,10.871,1.812,1.726,17.4,1.262
1998 WT24,10.872,1.812,1.726,17.9,0.718
2009 VA1,10.874,1.812,1.726,18.7,2.441
2012 XS111,10.875,1.813,1.726,22.1,0.773
2012 FK15,10.875,1.813,1.726,26.5,0.991
2001 MK3,10.879,1.813,1.727,15.9,1.670
2003 FJ1,10.885,1.814,1.728,17.7,2.174
2007 AG,10.885,1.814,1.728,20.2,0.720
2008 HE3,10.889,1.815,1.728,19.0,2.608
2009 CA2,10.889,1.815,1.728,18.7,1.507
2002 RV25,10.890,1.815,1.729,17.3,1.907
2012 VM82,10.891,1.815,1.729,18.9,2.264
2000 PG3,10.892,1.815,1.729,16.1,2.824
1998 XS16,10.893,1.815,1.729,16.2,1.212
2011 BY59,10.893,1.815,1.729,22.5,1.403
2011 AM1,10.897,1.816,1.730,20.2,2.274
1999 EF5,10.899,1.816,1.730,19.4,2.228
2002 RZ125,10.902,1.817,1.730,19.8,1.414
2001 SJ276,10.904,1.817,1.731,18.6,1.630
2003 BV35,10.906,1.818,1.731,22.1,1.715
2011 KU15,10.907,1.818,1.731,21.8,1.944
2004 XZ130,10.911,1.819,1.732,20.4,0.618
2010 XD11,10.912,1.819,1.732,17.9,2.207
2000 RK12,10.913,1.819,1.732,21.3,2.567
2009 WY104,10.914,1.819,1.732,25.0,0.996
2011 ET4,10.922,1.820,1.734,20.9,1.632
2005 LY19,10.926,1.821,1.734,16.3,1.602
2010 JD87,10.928,1.821,1.735,19.2,1.428
2001 SQ263,10.931,1.822,1.735,22.6,0.948
2005 PJ2,10.933,1.822,1.735,19.5,1.198
2006 KA,10.937,1.823,1.736,19.3,1.633
2006 WT29,10.947,1.824,1.738,19.6,1.717
2005 YS165,10.948,1.825,1.738,17.4,1.969
1998 WL4,10.951,1.825,1.738,19.4,1.766
2005 SC71,10.955,1.826,1.739,18.3,1.910
2008 CS1,10.958,1.826,1.739,20.1,1.230
2002 EA3,10.959,1.826,1.739,20.1,2.115
1999 EE5,10.960,1.827,1.740,18.5,1.669
2007 VA85,10.961,1.827,1.740,15.1,4.227
2012 MO3,10.965,1.828,1.740,20.6,0.937
2006 HV30,10.975,1.829,1.742,22.7,1.572
2005 NE21,10.976,1.829,1.742,21.2,0.789
2003 MT9,10.977,1.830,1.742,18.6,2.538
2003 YS1,10.978,1.830,1.743,19.6,3.099
1984 QY1,10.984,1.831,1.743,15.4,2.498
2011 SD25,10.985,1.831,1.744,21.6,1.558
2002 GP5,10.985,1.831,1.744,20.3,1.770
1983 SA,10.992,1.832,1.745,12.9,4.222
2002 FT6,10.996,1.833,1.745,22.4,0.988
2004 VH1,10.997,1.833,1.746,21.8,1.552
2009 DS43,10.998,1.833,1.746,25.8,1.236
2005 VR,10.999,1.833,1.746,20.6,1.925
2010 LT108,10.999,1.833,1.746,19.7,1.349
2000 EV106,10.999,1.833,1.746,19.1,1.649
2008 OC9,11.001,1.833,1.746,23.3,1.152
2002 CU46,11.002,1.834,1.746,21.1,1.735
2006 SO198,11.003,1.834,1.747,23.9,1.999
2005 FN4,11.006,1.834,1.747,18.6,2.663
2002 TC60,11.020,1.837,1.749,18.4,2.544
1999 LO28,11.020,1.837,1.749,15.2,1.876
2001 GL2,11.021,1.837,1.749,20.6,2.657
2005 XV77,11.028,1.838,1.750,20.6,0.784
2006 GV2,11.033,1.839,1.751,19.6,1.989
2012 HB34,11.034,1.839,1.751,19.5,1.962
2012 BJ134,11.036,1.839,1.752,18.3,2.257
2005 BC,11.037,1.840,1.752,17.9,1.190
2012 TK123,11.039,1.840,1.752,18.9,1.815
2012 VS6,11.042,1.840,1.753,23.8,1.284
2011 SM5,11.043,1.840,1.753,23.5,0.935
2010 DH77,11.047,1.841,1.753,21.8,3.266
2005 EV95,11.050,1.842,1.754,22.1,1.637
1998 MT24,11.053,1.842,1.754,14.8,2.419
2009 AG16,11.056,1.843,1.755,21.2,1.548
2013 DQ9,11.067,1.844,1.757,19.5,1.585
1996 AJ1,11.067,1.845,1.757,20.2,1.310
2004 HH33,11.071,1.845,1.757,20.7,1.372
2002 AA2,11.072,1.845,1.757,20.2,2.258
2008 YZ28,11.074,1.846,1.758,20.0,2.498
2012 XH55,11.076,1.846,1.758,19.0,1.973
2005 FH,11.078,1.846,1.758,17.7,2.694
2003 WG,11.078,1.846,1.758,19.1,2.439
2004 HA39,11.087,1.848,1.760,20.9,2.148
2002 FB6,11.089,1.848,1.760,17.6,1.797
2005 VB7,11.089,1.848,1.760,19.5,1.802
2000 EB14,11.089,1.848,1.760,23.1,0.896
2005 TR50,11.089,1.848,1.760,20.2,1.615
2005 HC3,11.091,1.848,1.760,17.8,1.983
2010 RJ42,11.092,1.849,1.761,19.6,1.629
2011 CO2,11.096,1.849,1.761,18.7,2.270
2008 ON,11.097,1.849,1.761,20.3,1.461
2013 EG68,11.102,1.850,1.762,24.9,1.131
1998 QS52,11.106,1.851,1.763,14.3,2.203
2006 SK134,11.117,1.853,1.765,18.4,1.880
2012 YN1,11.130,1.855,1.767,23.6,1.217
2004 BL11,11.131,1.855,1.767,19.3,1.260
2006 PF1,11.131,1.855,1.767,19.5,2.194
2009 OO9,11.133,1.856,1.767,18.8,1.624
2001 QH142,11.135,1.856,1.767,18.4,1.527
2011 YE29,11.135,1.856,1.767,24.6,1.044
2006 WA,11.140,1.857,1.768,19.9,1.493
2005 NZ6,11.144,1.857,1.769,17.6,1.834
2007 XP3,11.144,1.857,1.769,19.1,2.242
2011 FP29,11.145,1.857,1.769,21.9,1.058
2007 KG7,11.146,1.858,1.769,20.6,1.777
2005 LW39,11.151,1.858,1.770,20.0,1.988
2011 EN40,11.152,1.859,1.770,20.4,1.288
1994 PM,11.161,1.860,1.772,17.9,1.478
2012 FL35,11.162,1.860,1.772,19.7,1.514
2011 YX10,11.169,1.861,1.773,21.5,0.954
2011 RZ,11.179,1.863,1.774,18.2,2.133
2010 AG79,11.180,1.863,1.775,20.2,2.905
2009 SZ99,11.181,1.863,1.775,19.1,0.815
2012 LJ2,11.184,1.864,1.775,21.6,1.788
2008 UY91,11.187,1.865,1.776,24.1,2.285
1984 QA,11.188,1.865,1.776,18.3,0.989
2006 VZ2,11.189,1.865,1.776,19.7,2.534
2013 BQ18,11.191,1.865,1.776,25.3,1.025
2002 AT15,11.191,1.865,1.776,18.3,1.894
2002 XB,11.195,1.866,1.777,21.7,0.906
2011 GS60,11.195,1.866,1.777,19.0,3.362
1999 WA2,11.201,1.867,1.778,15.8,1.967
2004 XO,11.203,1.867,1.778,21.6,1.035
2005 EY,11.208,1.868,1.779,17.2,2.517
2004 RS109,11.208,1.868,1.779,19.1,2.330
2001 BY15,11.211,1.868,1.779,18.9,2.656
2010 MR87,11.213,1.869,1.780,19.5,1.734
2011 YX62,11.213,1.869,1.780,23.0,2.515
2002 LT24,11.216,1.869,1.780,22.0,0.720
2003 SK215,11.224,1.871,1.782,21.5,1.852
2007 TL23,11.226,1.871,1.782,21.4,1.134
1999 PJ1,11.241,1.873,1.784,18.1,1.675
2010 VM65,11.241,1.874,1.784,23.6,1.057
2007 YK,11.244,1.874,1.785,17.5,1.870
2004 VC17,11.248,1.875,1.785,18.4,1.897
2000 UY33,11.248,1.875,1.785,22.3,1.124
